UpDown,lag1return,lag2return,lag3return,lag4return,lag5return
1,0.009662312,-0.003022861,0.00325337,-0.000832405,0.005581338
0,0.003704089,0.009662312,-0.003022861,0.00325337,-0.000832405
1,-0.001185699,0.003704089,0.009662312,-0.003022861,0.00325337
1,0.000702497,-0.001185699,0.003704089,0.009662312,-0.003022861
1,0.002730095,0.000702497,-0.001185699,0.003704089,0.009662312
0,0.002560676,0.002730095,0.000702497,-0.001185699,0.003704089
1,-0.001962467,0.002560676,0.002730095,0.000702497,-0.001185699
1,0.001564646,-0.001962467,0.002560676,0.002730095,0.000702497
1,0.000711535,0.001564646,-0.001962467,0.002560676,0.002730095
1,0.000837043,0.000711535,0.001564646,-0.001962467,0.002560676
1,0.007695488,0.000837043,0.000711535,0.001564646,-0.001962467
0,0.000503153,0.007695488,0.000837043,0.000711535,0.001564646
0,-0.000592594,0.000503153,0.007695488,0.000837043,0.000711535
0,-0.003756184,-0.000592594,0.000503153,0.007695488,0.000837043
1,-0.001582752,-0.003756184,-0.000592594,0.000503153,0.007695488
1,0.002174936,-0.001582752,-0.003756184,-0.000592594,0.000503153
1,0.007507292,0.002174936,-0.001582752,-0.003756184,-0.000592594
1,0.00219557,0.007507292,0.002174936,-0.001582752,-0.003756184
0,0.004174424,0.00219557,0.007507292,0.002174936,-0.001582752
0,-0.00401122,0.004174424,0.00219557,0.007507292,0.002174936
0,-0.008631021,-0.00401122,0.004174424,0.00219557,0.007507292
1,-0.006638095,-0.008631021,-0.00401122,0.004174424,0.00219557
1,0.006323568,-0.006638095,-0.008631021,-0.00401122,0.004174424
1,0.001500251,0.006323568,-0.006638095,-0.008631021,-0.00401122
0,0.009135724,0.001500251,0.006323568,-0.006638095,-0.008631021
0,-0.003162821,0.009135724,0.001500251,0.006323568,-0.006638095
1,-0.001096934,-0.003162821,0.009135724,0.001500251,0.006323568
1,0.002908158,-0.001096934,-0.003162821,0.009135724,0.001500251
1,0.008575226,0.002908158,-0.001096934,-0.003162821,0.009135724
1,7.2582E-05,0.008575226,0.002908158,-0.001096934,-0.003162821
1,0.007147785,7.2582E-05,0.008575226,0.002908158,-0.001096934
0,0.000335292,0.007147785,7.2582E-05,0.008575226,0.002908158
1,-0.0004323,0.000335292,0.007147785,7.2582E-05,0.008575226
1,0.004459292,-0.0004323,0.000335292,0.007147785,7.2582E-05
1,0.004944781,0.004459292,-0.0004323,0.000335292,0.007147785
0,0.000866144,0.004944781,0.004459292,-0.0004323,0.000335292
1,-0.000195448,0.000866144,0.004944781,0.004459292,-0.0004323
1,0.005128167,-0.000195448,0.000866144,0.004944781,0.004459292
0,3.39849E-05,0.005128167,-0.000195448,0.000866144,0.004944781
1,-0.005780823,3.39849E-05,0.005128167,-0.000195448,0.000866144
